feature_name,importance_x,importance_y,importance_x,importance_y,importance
样本id_difference,934.1407564692199,942.5277527216822,978.6761190565303,965.8199246767908,961.4513722890988
A1_difference,0.7476875931024551,0.6968255043029785,0.6451598964631557,0.7108325995504856,0.6863851957023144
A2_difference,20.428066068328917,17.57770787831396,19.301951427944005,20.583620017394423,21.83252434898168
A3_difference,32.83088105544448,39.10485764499754,32.51595224440098,30.775752045214176,32.47797064110637
A4_difference,3.6651400104165077,4.262136083096266,3.352662220597267,2.7913126926869154,3.602654790505767
A5_difference,176.98539126850665,180.59410225320607,177.08124787546694,175.87499373964965,183.62740200664848
A6_difference,226.65103492327034,234.00260314065963,230.0459996238351,234.11910742614418,229.27569056581706
A7_difference,181.4584465548396,187.10163665097207,181.87789753545076,179.2363534187898,194.18135069590062
A8_difference,31.193227361887693,31.127893352881074,28.857055949047208,27.32937633059919,27.954356035217643
A9_difference,306.1666758041829,303.5547140398994,288.45504975598305,305.6023229230195,305.6097295861691
A10_difference,453.41765113174915,454.78079598397017,459.6676429249346,430.3292842982337,441.21058558113873
A11_difference,231.48519218619913,246.9934610836208,249.7118235239759,239.3139941059053,233.49744829628617
A12_difference,52.18823335878551,56.21563563961536,56.22407410480082,57.069721357896924,53.778878105804324
A13_difference,3.2632707757875323,2.926826324313879,3.674574561417103,2.6808783719316125,3.27165349945426
A14_difference,111.59660770650953,98.74917768780142,96.61044733878225,106.0287225106731,107.96177563723177
A15_difference,66.53294127434492,58.38934313412756,67.1767044449225,63.51962646190077,63.83204121515155
A16_difference,80.02813526801765,79.19059445895255,80.92012489959598,82.560547221452,79.15635595936328
A17_difference,124.43135249614716,129.92877989634871,132.39609365258366,131.63047515042126,122.11170907504857
A18_difference,0.37987559754401445,0.5015729982405901,0.3985090972855687,1.5539156207814813,0.23301769699901342
A19_difference,72.1307128071785,75.79094294086099,87.25445583835244,74.45454299543053,78.71925866603851
A20_difference,75.94828429911286,73.94776996411383,67.08139698952436,67.8184651248157,66.71655234415084
A21_difference,179.46697820257396,175.58700938895345,184.47903467621654,174.96675230469555,182.20304277259856
A22_difference,150.9478669213131,150.70585101749748,146.9132527243346,148.3013288397342,142.316739493981
A23_difference,8.1544428486377,7.593137659132481,7.069781107828021,7.939236957579851,9.02637018635869
A24_difference,77.11251446045935,80.39184064697474,77.10952720604837,79.18225391115993,81.42085574846715
A25_difference,606.3573355032131,585.5065261498094,569.084251425229,587.3508953852579,569.8063129307702
A26_difference,36.73519070632756,35.32993913535029,34.19003422930837,39.20930746663362,33.40899227093905
A27_difference,245.3773073386401,246.2589963125065,233.85891109518707,237.0679881768301,253.37339467089623
A28_difference,75.62265013623983,76.92953641340137,78.67307677585632,78.1862663924694,74.87325031962246
B1_difference,421.82796409819275,433.8066379595548,437.97886212542653,428.489719719626,430.89437840972096
B2_difference,29.336118700914085,24.93691062834114,23.26970298960805,21.55586440488696,22.05526316538453
B3_difference,9.17845524661243,11.183605654165149,9.000789104960859,11.814961497671902,10.440156214870512
B4_difference,103.91932324040681,111.27423308510333,110.43669273983687,103.6888192947954,96.54889498557895
B5_difference,67.12768043484539,69.50584144052118,69.06392879225314,65.90693319030106,60.261832535266876
B6_difference,600.3907229816541,600.9748185416684,617.2591025494039,628.3020008513704,628.2434794036672
B7_difference,99.02827047277242,97.07885595783591,99.3987349262461,95.587672338821,98.03209994267672
B8_difference,101.52782679721713,102.9129435364157,99.25287574343383,99.54410885367543,99.06899667624384
B9_difference,1492.3998367385939,1573.6127004772425,1580.3359373379499,1510.0957086523995,1574.9012317229062
B10_difference,3061.9506699386984,3022.195151846856,3012.6953155901283,3042.7450802037492,2942.2990120518953
B11_difference,12623.882366076112,12632.421644751914,12663.564754557796,12655.11459481623,12657.054869858548
B12_difference,1879.56484894827,1848.047757256776,1857.9335016580299,1835.253449574113,1897.0887447958812
B13_difference,58.0282372077927,56.620283829048276,58.09525739122182,55.68569520767778,55.64582637604326
B14_difference,45730.45515635423,45718.96579308715,45763.79797525704,45800.45608281251,45802.88352863584
样本id,6366.100195006467,6466.947671893053,6354.311372873373,6376.362031775527,6371.749264747836
A1,0.0,0.0,0.0,0.0,0.0
A2,18.799950636923313,17.950292844325304,15.306134236976504,18.375231754034758,17.36651016678661
A3,2.3514861688017845,2.194115409627557,5.125778950750828,2.3951810151338577,2.145196480676532
A4,0.800478357821703,0.12464153952896595,1.2634993884712458,0.23605755157768726,0.5488248001784086
A5,290.44210171420127,276.55716938339174,259.6463137716055,270.4681232618168,274.3719312073663
A6,407.1124814469367,393.83738603815436,378.0230602202937,367.66378488298506,392.1199856242165
A7,62.917858773842454,49.36830761283636,57.08004352077842,46.07432425580919,56.69337087031454
A8,7.010804462246597,6.791980613023043,5.00263767503202,6.47358007915318,6.606320169754326
A9,884.3285746518523,884.6508598169312,853.7176760490984,855.340671883896,869.0128518752754
A10,597.3935054456815,549.4931790912524,579.8631746955216,613.4487512437627,562.1732680276036
A11,215.14391791261733,238.82972532138228,265.68156662676483,232.37097455374897,248.22898387443274
A12,213.2958194958046,243.35494744125754,254.92951104417443,229.15835584234446,226.01672774273902
A13,0.0,0.0,0.0,0.0,0.0
A14,89.23041297402233,80.61089787818491,83.91496428009123,83.09961973316967,81.55040808487684
A15,296.6051445994526,310.35513147339225,314.10002155043185,299.4325836170465,313.5499616153538
A16,168.85375680495054,159.33095185644925,151.99608079437166,194.7571526011452,174.16830838937312
A17,186.82803006004542,173.749354201369,181.2325130244717,203.97600178513676,202.94534651376307
A18,0.0,0.0,0.0,0.0,0.0
A19,100.45407675020397,103.35011604987085,95.97296088002622,94.00393120665103,93.91744649689645
A20,72.24160480871797,76.15607859846205,74.82704472728074,73.77068745158613,77.44736931007355
A21,106.92644469253719,115.9921516738832,110.98047795612365,110.32102750148624,107.39973878674209
A22,61.64959835726768,62.93202677741647,70.66451093927026,70.38295513577759,63.24155715107918
A23,0.20144009962677956,0.10384929925203323,0.15017439797520638,0.2104565054178238,0.3114698976278305
A24,176.6699430393055,184.05458266753703,183.18195968400687,187.7232671706006,188.4193561905995
A25,177.82959923893213,194.27595950849354,166.63796141464263,179.38394099101424,178.01903453469276
A26,146.66180482972413,171.50824076961726,149.58038953132927,158.8242688747123,145.97864234354347
A27,192.54625131562352,161.1753493025899,157.35075078066438,160.78367846366018,178.15596909448504
A28,60.42835668567568,72.21166742779315,70.19957218039781,68.84475423768163,62.07721844036132
B1,94.32995638251305,119.54270771238953,94.73959054332227,80.80462887790054,110.80061001889408
B2,5.27215370722115,5.080230014398694,3.567685605958104,7.611524960957468,4.509194015525281
B3,0.2509980071336031,0.21810560300946236,0.9547139890491962,0.1980021968483925,0.3871624022722244
B4,52.21982514299452,44.38738997280598,53.80510964151472,46.94627464469522,50.03173527866602
B5,169.69660156220198,183.59635771531612,183.74611631780863,191.42184030264616,165.57228920422494
B6,558.8205412328243,554.3838046044111,527.7180772973225,548.4866777388379,516.9751554746181
B7,353.1305064223707,356.7891505425796,343.8838503379375,366.22171916719526,359.78607938066125
B8,46.323909970000386,47.73144029174,44.78310549631715,52.114180970937014,53.11297451518476
B9,419.96120065357536,443.2544895047322,442.07270680274814,457.6823646267876,462.4276179885492
B10,360.0904752453789,339.7857793373987,310.1118719438091,342.804999332875,339.38347520679235
B11,1454.0280995946378,1459.7274329662323,1474.17421235051,1467.4307064935565,1455.6893899636343
B12,212.61753072030842,215.5483899684623,224.73545041680336,237.92947436496615,232.93910039030015
B13,5.595647410489619,5.224255500361323,5.143228268250823,7.044537511654198,4.135443116538227
B14,5312.555901605636,5302.557920668274,5371.112072476186,5379.713105209172,5348.200569523498
